name	CAZy	n
Serendipita_vermifera_MAFF305830_protein_longest	GH74	3
Serendipita_vermifera_MAFF305830_protein_longest	GH76	2
Serendipita_vermifera_MAFF305830_protein_longest	GH78	1
Serendipita_vermifera_MAFF305830_protein_longest	GH81	2
Serendipita_vermifera_MAFF305830_protein_longest	GH85	1
Serendipita_vermifera_MAFF305830_protein_longest	GH88	1
Serendipita_vermifera_MAFF305830_protein_longest	GH9	1
Serendipita_vermifera_MAFF305830_protein_longest	GT0	5
Serendipita_vermifera_MAFF305830_protein_longest	GT1	5
Serendipita_vermifera_MAFF305830_protein_longest	GT13	1
Serendipita_vermifera_MAFF305830_protein_longest	GT15	8
Serendipita_vermifera_MAFF305830_protein_longest	GT2	26
Serendipita_vermifera_MAFF305830_protein_longest	GT20	5
Serendipita_vermifera_MAFF305830_protein_longest	GT21	1
Serendipita_vermifera_MAFF305830_protein_longest	GT22	5
Serendipita_vermifera_MAFF305830_protein_longest	GT24	1
Serendipita_vermifera_MAFF305830_protein_longest	GT27	1
Serendipita_vermifera_MAFF305830_protein_longest	GT3	1
Serendipita_vermifera_MAFF305830_protein_longest	GT30	1
Serendipita_vermifera_MAFF305830_protein_longest	GT31	4
Serendipita_vermifera_MAFF305830_protein_longest	GT32	2
Serendipita_vermifera_MAFF305830_protein_longest	GT33	1
Serendipita_vermifera_MAFF305830_protein_longest	GT35	2
Serendipita_vermifera_MAFF305830_protein_longest	GT39	4
Serendipita_vermifera_MAFF305830_protein_longest	GT4	8
Serendipita_vermifera_MAFF305830_protein_longest	GT47	3
Serendipita_vermifera_MAFF305830_protein_longest	GT48	1
Serendipita_vermifera_MAFF305830_protein_longest	GT49	1
Serendipita_vermifera_MAFF305830_protein_longest	GT5	1
Serendipita_vermifera_MAFF305830_protein_longest	GT50	1
Serendipita_vermifera_MAFF305830_protein_longest	GT57	2
Serendipita_vermifera_MAFF305830_protein_longest	GT58	3
Serendipita_vermifera_MAFF305830_protein_longest	GT59	1
Serendipita_vermifera_MAFF305830_protein_longest	GT62	1
Serendipita_vermifera_MAFF305830_protein_longest	GT64	2
Serendipita_vermifera_MAFF305830_protein_longest	GT66	1
Serendipita_vermifera_MAFF305830_protein_longest	GT69	2
Serendipita_vermifera_MAFF305830_protein_longest	GT7	2
Serendipita_vermifera_MAFF305830_protein_longest	GT76	1
Serendipita_vermifera_MAFF305830_protein_longest	GT8	7
Serendipita_vermifera_MAFF305830_protein_longest	GT87	1
Serendipita_vermifera_MAFF305830_protein_longest	GT90	7
Serendipita_vermifera_MAFF305830_protein_longest	PL1	1
Serendipita_vermifera_MAFF305830_protein_longest	PL14_4	1
Serendipita_vermifera_MAFF305830_protein_longest	PL1_4	2
Serendipita_vermifera_MAFF305830_protein_longest	PL1_7	1
Serendipita_vermifera_MAFF305830_protein_longest	PL35	2
Serendipita_vermifera_MAFF305830_protein_longest	PL38	1
Serendipita_vermifera_MAFF305830_protein_longest	PL3_2	1
Serendipita_vermifera_MAFF305830_protein_longest	PL42	1
Serendipita_vermifera_MAFF305830_protein_longest	PL4_1	3
Sporothrix_brasiliensis_5110_protein_longest	1.14.99.54	1
Sporothrix_brasiliensis_5110_protein_longest	3.1.1.-	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.-	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.1	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.106	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.113	6
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.176	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.20	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.21	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.25	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.3	2
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.58	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.78	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.8	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.84	1
Sporothrix_brasiliensis_5110_protein_longest	3.2.1.99	1
Sporothrix_brasiliensis_5110_protein_longest	AA0	1
Sporothrix_brasiliensis_5110_protein_longest	AA1	3
Sporothrix_brasiliensis_5110_protein_longest	AA12	1
Sporothrix_brasiliensis_5110_protein_longest	AA1_2	3
Sporothrix_brasiliensis_5110_protein_longest	AA1_3	5
Sporothrix_brasiliensis_5110_protein_longest	AA2	4
Sporothrix_brasiliensis_5110_protein_longest	AA3	2
Sporothrix_brasiliensis_5110_protein_longest	AA3_1	3
Sporothrix_brasiliensis_5110_protein_longest	AA3_2	7
Sporothrix_brasiliensis_5110_protein_longest	AA4	4
Sporothrix_brasiliensis_5110_protein_longest	AA5_1	1
Sporothrix_brasiliensis_5110_protein_longest	AA6	1
Sporothrix_brasiliensis_5110_protein_longest	AA7	4
Sporothrix_brasiliensis_5110_protein_longest	AA8	1
Sporothrix_brasiliensis_5110_protein_longest	AA9	12
Sporothrix_brasiliensis_5110_protein_longest	CBM1	5
Sporothrix_brasiliensis_5110_protein_longest	CBM13	1
Sporothrix_brasiliensis_5110_protein_longest	CBM18	13
Sporothrix_brasiliensis_5110_protein_longest	CBM20	3
Sporothrix_brasiliensis_5110_protein_longest	CBM21	1
Sporothrix_brasiliensis_5110_protein_longest	CBM24	1
Sporothrix_brasiliensis_5110_protein_longest	CBM35	1
Sporothrix_brasiliensis_5110_protein_longest	CBM43	1
Sporothrix_brasiliensis_5110_protein_longest	CBM48	3
Sporothrix_brasiliensis_5110_protein_longest	CBM5	1
Sporothrix_brasiliensis_5110_protein_longest	CBM50	9
Sporothrix_brasiliensis_5110_protein_longest	CBM6	1
Sporothrix_brasiliensis_5110_protein_longest	CBM66	1
Sporothrix_brasiliensis_5110_protein_longest	CBM67	3
Sporothrix_brasiliensis_5110_protein_longest	CE0	2
Sporothrix_brasiliensis_5110_protein_longest	CE1	5
Sporothrix_brasiliensis_5110_protein_longest	CE12	1
Sporothrix_brasiliensis_5110_protein_longest	CE15	2
Sporothrix_brasiliensis_5110_protein_longest	CE16	1
Sporothrix_brasiliensis_5110_protein_longest	CE3	1
Sporothrix_brasiliensis_5110_protein_longest	CE4	2
Sporothrix_brasiliensis_5110_protein_longest	CE5	3
Sporothrix_brasiliensis_5110_protein_longest	CE8	8
Sporothrix_brasiliensis_5110_protein_longest	CE9	1
Sporothrix_brasiliensis_5110_protein_longest	GH0	2
Sporothrix_brasiliensis_5110_protein_longest	GH1	3
Sporothrix_brasiliensis_5110_protein_longest	GH10	2
Sporothrix_brasiliensis_5110_protein_longest	GH105	1
Sporothrix_brasiliensis_5110_protein_longest	GH106	1
Sporothrix_brasiliensis_5110_protein_longest	GH11	2
Sporothrix_brasiliensis_5110_protein_longest	GH115	1
Sporothrix_brasiliensis_5110_protein_longest	GH12	2
Sporothrix_brasiliensis_5110_protein_longest	GH125	5
Sporothrix_brasiliensis_5110_protein_longest	GH127	1
Sporothrix_brasiliensis_5110_protein_longest	GH13	1
Sporothrix_brasiliensis_5110_protein_longest	GH130	1
Sporothrix_brasiliensis_5110_protein_longest	GH131	3
Sporothrix_brasiliensis_5110_protein_longest	GH132	2
Sporothrix_brasiliensis_5110_protein_longest	GH133	1
Sporothrix_brasiliensis_5110_protein_longest	GH13_1	1
Sporothrix_brasiliensis_5110_protein_longest	GH13_11	1
Sporothrix_brasiliensis_5110_protein_longest	GH13_17	1
Sporothrix_brasiliensis_5110_protein_longest	GH13_25	1
Sporothrix_brasiliensis_5110_protein_longest	GH13_31	1
Sporothrix_brasiliensis_5110_protein_longest	GH13_40	2
Sporothrix_brasiliensis_5110_protein_longest	GH13_8	1
Sporothrix_brasiliensis_5110_protein_longest	GH15	3
Sporothrix_brasiliensis_5110_protein_longest	GH154	2
Sporothrix_brasiliensis_5110_protein_longest	GH16_1	2
Sporothrix_brasiliensis_5110_protein_longest	GH16_18	3
Sporothrix_brasiliensis_5110_protein_longest	GH16_19	3
Sporothrix_brasiliensis_5110_protein_longest	GH16_20	1
Sporothrix_brasiliensis_5110_protein_longest	GH16_22	2
Sporothrix_brasiliensis_5110_protein_longest	GH16_23	1
Sporothrix_brasiliensis_5110_protein_longest	GH16_3	1
Sporothrix_brasiliensis_5110_protein_longest	GH16_4	1
Sporothrix_brasiliensis_5110_protein_longest	GH17	3
Sporothrix_brasiliensis_5110_protein_longest	GH18	17
Sporothrix_brasiliensis_5110_protein_longest	GH2	7
Sporothrix_brasiliensis_5110_protein_longest	GH20	2
Sporothrix_brasiliensis_5110_protein_longest	GH28	6
Sporothrix_brasiliensis_5110_protein_longest	GH3	14
Sporothrix_brasiliensis_5110_protein_longest	GH30_7	2
Sporothrix_brasiliensis_5110_protein_longest	GH31	5
Sporothrix_brasiliensis_5110_protein_longest	GH33	1
Sporothrix_brasiliensis_5110_protein_longest	GH35	2
Sporothrix_brasiliensis_5110_protein_longest	GH37	3
Sporothrix_brasiliensis_5110_protein_longest	GH38	1
Sporothrix_brasiliensis_5110_protein_longest	GH43_1	1
Sporothrix_brasiliensis_5110_protein_longest	GH43_11	1
Sporothrix_brasiliensis_5110_protein_longest	GH43_14	1
Sporothrix_brasiliensis_5110_protein_longest	GH43_21	1
Sporothrix_brasiliensis_5110_protein_longest	GH43_24	1
Sporothrix_brasiliensis_5110_protein_longest	GH43_30	1
Sporothrix_brasiliensis_5110_protein_longest	GH43_6	1
Sporothrix_brasiliensis_5110_protein_longest	GH45	1
Sporothrix_brasiliensis_5110_protein_longest	GH47	10
Sporothrix_brasiliensis_5110_protein_longest	GH49	1
Sporothrix_brasiliensis_5110_protein_longest	GH51	2
Sporothrix_brasiliensis_5110_protein_longest	GH53	1
Sporothrix_brasiliensis_5110_protein_longest	GH55	6
Sporothrix_brasiliensis_5110_protein_longest	GH5_11	1
Sporothrix_brasiliensis_5110_protein_longest	GH5_12	7
Sporothrix_brasiliensis_5110_protein_longest	GH5_15	1
Sporothrix_brasiliensis_5110_protein_longest	GH5_16	1
Sporothrix_brasiliensis_5110_protein_longest	GH5_24	1
Sporothrix_brasiliensis_5110_protein_longest	GH5_5	4
Sporothrix_brasiliensis_5110_protein_longest	GH5_7	2
Sporothrix_brasiliensis_5110_protein_longest	GH5_9	3
Sporothrix_brasiliensis_5110_protein_longest	GH6	1
Sporothrix_brasiliensis_5110_protein_longest	GH63	2
Sporothrix_brasiliensis_5110_protein_longest	GH64	2
Sporothrix_brasiliensis_5110_protein_longest	GH67	1
Sporothrix_brasiliensis_5110_protein_longest	GH7	5
Sporothrix_brasiliensis_5110_protein_longest	GH71	1
Sporothrix_brasiliensis_5110_protein_longest	GH72	4
Sporothrix_brasiliensis_5110_protein_longest	GH76	11
Sporothrix_brasiliensis_5110_protein_longest	GH78	4
Sporothrix_brasiliensis_5110_protein_longest	GH79	1
Sporothrix_brasiliensis_5110_protein_longest	GH81	1
Sporothrix_brasiliensis_5110_protein_longest	GH88	2
Sporothrix_brasiliensis_5110_protein_longest	GH92	3
Sporothrix_brasiliensis_5110_protein_longest	GH93	3
Sporothrix_brasiliensis_5110_protein_longest	GH94	1
Sporothrix_brasiliensis_5110_protein_longest	GH95	2
Sporothrix_brasiliensis_5110_protein_longest	GT0	1
Sporothrix_brasiliensis_5110_protein_longest	GT1	6
Sporothrix_brasiliensis_5110_protein_longest	GT13	1
Sporothrix_brasiliensis_5110_protein_longest	GT15	3
Sporothrix_brasiliensis_5110_protein_longest	GT17	1
Sporothrix_brasiliensis_5110_protein_longest	GT2	22
Sporothrix_brasiliensis_5110_protein_longest	GT20	4
Sporothrix_brasiliensis_5110_protein_longest	GT21	1
Sporothrix_brasiliensis_5110_protein_longest	GT22	10
Sporothrix_brasiliensis_5110_protein_longest	GT24	1
Sporothrix_brasiliensis_5110_protein_longest	GT25	1
Sporothrix_brasiliensis_5110_protein_longest	GT27	1
Sporothrix_brasiliensis_5110_protein_longest	GT3	1
Sporothrix_brasiliensis_5110_protein_longest	GT30	1
Sporothrix_brasiliensis_5110_protein_longest	GT31	5
Sporothrix_brasiliensis_5110_protein_longest	GT32	4
Sporothrix_brasiliensis_5110_protein_longest	GT33	1
Sporothrix_brasiliensis_5110_protein_longest	GT34	2
Sporothrix_brasiliensis_5110_protein_longest	GT35	2
Sporothrix_brasiliensis_5110_protein_longest	GT39	3
Sporothrix_brasiliensis_5110_protein_longest	GT4	10
Sporothrix_brasiliensis_5110_protein_longest	GT41	1
Sporothrix_brasiliensis_5110_protein_longest	GT47	3
Sporothrix_brasiliensis_5110_protein_longest	GT48	1
Sporothrix_brasiliensis_5110_protein_longest	GT50	1
Sporothrix_brasiliensis_5110_protein_longest	GT57	2
Sporothrix_brasiliensis_5110_protein_longest	GT58	4
Sporothrix_brasiliensis_5110_protein_longest	GT59	1
Sporothrix_brasiliensis_5110_protein_longest	GT61	1
Sporothrix_brasiliensis_5110_protein_longest	GT62	3
Sporothrix_brasiliensis_5110_protein_longest	GT64	2
Sporothrix_brasiliensis_5110_protein_longest	GT66	1
Sporothrix_brasiliensis_5110_protein_longest	GT69	4
Sporothrix_brasiliensis_5110_protein_longest	GT7	2
Sporothrix_brasiliensis_5110_protein_longest	GT71	1
Sporothrix_brasiliensis_5110_protein_longest	GT76	1
Sporothrix_brasiliensis_5110_protein_longest	GT8	6
Sporothrix_brasiliensis_5110_protein_longest	GT87	1
Sporothrix_brasiliensis_5110_protein_longest	GT90	5
Sporothrix_brasiliensis_5110_protein_longest	GT91	1
Sporothrix_brasiliensis_5110_protein_longest	PL38	1
Sporothrix_schenckii_1099-18_protein_longest	1.14.99.54	1
Sporothrix_schenckii_1099-18_protein_longest	3.1.1.-	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.-	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.1	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.106	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.113	6
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.176	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.20	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.21	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.25	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.3	2
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.37	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.4	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.55	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.58	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.78	1
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.8	2
Sporothrix_schenckii_1099-18_protein_longest	3.2.1.84	1
Sporothrix_schenckii_1099-18_protein_longest	AA0	1
Sporothrix_schenckii_1099-18_protein_longest	AA1	3
Sporothrix_schenckii_1099-18_protein_longest	AA12	1
Sporothrix_schenckii_1099-18_protein_longest	AA1_2	3
Sporothrix_schenckii_1099-18_protein_longest	AA1_3	5
Sporothrix_schenckii_1099-18_protein_longest	AA2	4
Sporothrix_schenckii_1099-18_protein_longest	AA3	3
Sporothrix_schenckii_1099-18_protein_longest	AA3_1	2
Sporothrix_schenckii_1099-18_protein_longest	AA3_2	7
Sporothrix_schenckii_1099-18_protein_longest	AA4	4
Sporothrix_schenckii_1099-18_protein_longest	AA5_1	1
Sporothrix_schenckii_1099-18_protein_longest	AA6	1
Sporothrix_schenckii_1099-18_protein_longest	AA7	4
Sporothrix_schenckii_1099-18_protein_longest	AA8	1
Sporothrix_schenckii_1099-18_protein_longest	AA9	11
Sporothrix_schenckii_1099-18_protein_longest	CBM1	7
Sporothrix_schenckii_1099-18_protein_longest	CBM13	1
Sporothrix_schenckii_1099-18_protein_longest	CBM18	12
Sporothrix_schenckii_1099-18_protein_longest	CBM20	3
Sporothrix_schenckii_1099-18_protein_longest	CBM21	1
Sporothrix_schenckii_1099-18_protein_longest	CBM24	1
Sporothrix_schenckii_1099-18_protein_longest	CBM35	1
Sporothrix_schenckii_1099-18_protein_longest	CBM38	1
Sporothrix_schenckii_1099-18_protein_longest	CBM43	1
Sporothrix_schenckii_1099-18_protein_longest	CBM48	2
Sporothrix_schenckii_1099-18_protein_longest	CBM5	1
Sporothrix_schenckii_1099-18_protein_longest	CBM50	7
Sporothrix_schenckii_1099-18_protein_longest	CBM6	2
Sporothrix_schenckii_1099-18_protein_longest	CBM66	1
Sporothrix_schenckii_1099-18_protein_longest	CBM67	4
Sporothrix_schenckii_1099-18_protein_longest	CE0	2
Sporothrix_schenckii_1099-18_protein_longest	CE1	6
Sporothrix_schenckii_1099-18_protein_longest	CE12	1
Sporothrix_schenckii_1099-18_protein_longest	CE15	2
Sporothrix_schenckii_1099-18_protein_longest	CE16	1
Sporothrix_schenckii_1099-18_protein_longest	CE3	1
Sporothrix_schenckii_1099-18_protein_longest	CE4	2
Sporothrix_schenckii_1099-18_protein_longest	CE5	3
Sporothrix_schenckii_1099-18_protein_longest	CE8	7
Sporothrix_schenckii_1099-18_protein_longest	CE9	1
Sporothrix_schenckii_1099-18_protein_longest	GH0	3
Sporothrix_schenckii_1099-18_protein_longest	GH1	4
Sporothrix_schenckii_1099-18_protein_longest	GH10	2
Sporothrix_schenckii_1099-18_protein_longest	GH105	1
Sporothrix_schenckii_1099-18_protein_longest	GH106	1
Sporothrix_schenckii_1099-18_protein_longest	GH11	2
Sporothrix_schenckii_1099-18_protein_longest	GH115	1
Sporothrix_schenckii_1099-18_protein_longest	GH12	2
Sporothrix_schenckii_1099-18_protein_longest	GH125	5
Sporothrix_schenckii_1099-18_protein_longest	GH13	1
Sporothrix_schenckii_1099-18_protein_longest	GH130	1
Sporothrix_schenckii_1099-18_protein_longest	GH131	3
Sporothrix_schenckii_1099-18_protein_longest	GH132	2
Sporothrix_schenckii_1099-18_protein_longest	GH133	1
Sporothrix_schenckii_1099-18_protein_longest	GH13_1	1
Sporothrix_schenckii_1099-18_protein_longest	GH13_11	1
Sporothrix_schenckii_1099-18_protein_longest	GH13_17	1
Sporothrix_schenckii_1099-18_protein_longest	GH13_25	1
Sporothrix_schenckii_1099-18_protein_longest	GH13_26	1
Sporothrix_schenckii_1099-18_protein_longest	GH13_31	1
Sporothrix_schenckii_1099-18_protein_longest	GH13_40	3
Sporothrix_schenckii_1099-18_protein_longest	GH13_8	1
Sporothrix_schenckii_1099-18_protein_longest	GH141	1
Sporothrix_schenckii_1099-18_protein_longest	GH15	3
Sporothrix_schenckii_1099-18_protein_longest	GH152	1
Sporothrix_schenckii_1099-18_protein_longest	GH154	2
Sporothrix_schenckii_1099-18_protein_longest	GH16_1	2
Sporothrix_schenckii_1099-18_protein_longest	GH16_18	2
Sporothrix_schenckii_1099-18_protein_longest	GH16_19	4
Sporothrix_schenckii_1099-18_protein_longest	GH16_20	1
Sporothrix_schenckii_1099-18_protein_longest	GH16_22	2
Sporothrix_schenckii_1099-18_protein_longest	GH16_23	1
Sporothrix_schenckii_1099-18_protein_longest	GH16_3	1
Sporothrix_schenckii_1099-18_protein_longest	GH16_4	1
Sporothrix_schenckii_1099-18_protein_longest	GH17	3
Sporothrix_schenckii_1099-18_protein_longest	GH18	16
Sporothrix_schenckii_1099-18_protein_longest	GH2	6
Sporothrix_schenckii_1099-18_protein_longest	GH20	2
Sporothrix_schenckii_1099-18_protein_longest	GH28	6
Sporothrix_schenckii_1099-18_protein_longest	GH3	16
Sporothrix_schenckii_1099-18_protein_longest	GH30_7	3
Sporothrix_schenckii_1099-18_protein_longest	GH31	5
Sporothrix_schenckii_1099-18_protein_longest	GH32	2
Sporothrix_schenckii_1099-18_protein_longest	GH33	1
Sporothrix_schenckii_1099-18_protein_longest	GH35	2
Sporothrix_schenckii_1099-18_protein_longest	GH37	3
Sporothrix_schenckii_1099-18_protein_longest	GH38	1
Sporothrix_schenckii_1099-18_protein_longest	GH43_1	1
Sporothrix_schenckii_1099-18_protein_longest	GH43_11	1
Sporothrix_schenckii_1099-18_protein_longest	GH43_21	1
Sporothrix_schenckii_1099-18_protein_longest	GH43_24	1
Sporothrix_schenckii_1099-18_protein_longest	GH43_29	1
Sporothrix_schenckii_1099-18_protein_longest	GH43_30	1
Sporothrix_schenckii_1099-18_protein_longest	GH43_6	1
Sporothrix_schenckii_1099-18_protein_longest	GH45	1
Sporothrix_schenckii_1099-18_protein_longest	GH47	9
Sporothrix_schenckii_1099-18_protein_longest	GH49	1
Sporothrix_schenckii_1099-18_protein_longest	GH51	2
Sporothrix_schenckii_1099-18_protein_longest	GH53	1
Sporothrix_schenckii_1099-18_protein_longest	GH55	7
Sporothrix_schenckii_1099-18_protein_longest	GH5_11	1
Sporothrix_schenckii_1099-18_protein_longest	GH5_12	7
Sporothrix_schenckii_1099-18_protein_longest	GH5_15	1
Sporothrix_schenckii_1099-18_protein_longest	GH5_16	1
Sporothrix_schenckii_1099-18_protein_longest	GH5_24	1
Sporothrix_schenckii_1099-18_protein_longest	GH5_4	1
Sporothrix_schenckii_1099-18_protein_longest	GH5_5	5
Sporothrix_schenckii_1099-18_protein_longest	GH5_7	2
Sporothrix_schenckii_1099-18_protein_longest	GH5_9	3
Sporothrix_schenckii_1099-18_protein_longest	GH6	1
Sporothrix_schenckii_1099-18_protein_longest	GH62	1
Sporothrix_schenckii_1099-18_protein_longest	GH63	2
Sporothrix_schenckii_1099-18_protein_longest	GH64	2
Sporothrix_schenckii_1099-18_protein_longest	GH67	1
Sporothrix_schenckii_1099-18_protein_longest	GH7	5
Sporothrix_schenckii_1099-18_protein_longest	GH71	1
Sporothrix_schenckii_1099-18_protein_longest	GH72	4
Sporothrix_schenckii_1099-18_protein_longest	GH76	11
Sporothrix_schenckii_1099-18_protein_longest	GH78	7
Sporothrix_schenckii_1099-18_protein_longest	GH79	1
Sporothrix_schenckii_1099-18_protein_longest	GH81	1
Sporothrix_schenckii_1099-18_protein_longest	GH88	2
Sporothrix_schenckii_1099-18_protein_longest	GH92	3
Sporothrix_schenckii_1099-18_protein_longest	GH93	3
Sporothrix_schenckii_1099-18_protein_longest	GH94	1
Sporothrix_schenckii_1099-18_protein_longest	GH95	2
Sporothrix_schenckii_1099-18_protein_longest	GT0	1
Sporothrix_schenckii_1099-18_protein_longest	GT1	5
Sporothrix_schenckii_1099-18_protein_longest	GT13	1
Sporothrix_schenckii_1099-18_protein_longest	GT15	3
Sporothrix_schenckii_1099-18_protein_longest	GT17	1
Sporothrix_schenckii_1099-18_protein_longest	GT2	23
Sporothrix_schenckii_1099-18_protein_longest	GT20	4
Sporothrix_schenckii_1099-18_protein_longest	GT21	1
Sporothrix_schenckii_1099-18_protein_longest	GT22	10
Sporothrix_schenckii_1099-18_protein_longest	GT24	1
Sporothrix_schenckii_1099-18_protein_longest	GT25	1
Sporothrix_schenckii_1099-18_protein_longest	GT27	1
Sporothrix_schenckii_1099-18_protein_longest	GT3	1
Sporothrix_schenckii_1099-18_protein_longest	GT30	1
Sporothrix_schenckii_1099-18_protein_longest	GT31	6
Sporothrix_schenckii_1099-18_protein_longest	GT32	3
Sporothrix_schenckii_1099-18_protein_longest	GT33	1
Sporothrix_schenckii_1099-18_protein_longest	GT34	2
Sporothrix_schenckii_1099-18_protein_longest	GT35	2
Sporothrix_schenckii_1099-18_protein_longest	GT39	3
Sporothrix_schenckii_1099-18_protein_longest	GT4	9
Sporothrix_schenckii_1099-18_protein_longest	GT41	1
Sporothrix_schenckii_1099-18_protein_longest	GT47	3
Sporothrix_schenckii_1099-18_protein_longest	GT48	1
Sporothrix_schenckii_1099-18_protein_longest	GT50	1
Sporothrix_schenckii_1099-18_protein_longest	GT57	2
Sporothrix_schenckii_1099-18_protein_longest	GT58	4
Sporothrix_schenckii_1099-18_protein_longest	GT59	1
Sporothrix_schenckii_1099-18_protein_longest	GT61	1
Sporothrix_schenckii_1099-18_protein_longest	GT62	3
Sporothrix_schenckii_1099-18_protein_longest	GT64	2
Sporothrix_schenckii_1099-18_protein_longest	GT66	1
Sporothrix_schenckii_1099-18_protein_longest	GT69	3
Sporothrix_schenckii_1099-18_protein_longest	GT7	2
Sporothrix_schenckii_1099-18_protein_longest	GT71	1
Sporothrix_schenckii_1099-18_protein_longest	GT8	6
Sporothrix_schenckii_1099-18_protein_longest	GT87	1
Sporothrix_schenckii_1099-18_protein_longest	GT90	5
Sporothrix_schenckii_1099-18_protein_longest	GT91	1
Sporothrix_schenckii_1099-18_protein_longest	GT98	1
Sporothrix_schenckii_1099-18_protein_longest	PL38	1
Trichoderma_atroviride_IMI206040_protein_longest	2.4.1.109	1
Trichoderma_atroviride_IMI206040_protein_longest	3.1.1.-	1
Trichoderma_atroviride_IMI206040_protein_longest	3.1.1.74	1
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.-	2
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.1	1
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.14	2
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.15	1
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.21	2
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.26	1
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.37	1
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.4	2
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.52	1
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.55	1
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.58	1
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.59	1
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.75	2
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.8	1
Trichoderma_atroviride_IMI206040_protein_longest	3.2.1.96	2
Trichoderma_atroviride_IMI206040_protein_longest	4.2.2.14	1
Trichoderma_atroviride_IMI206040_protein_longest	AA0	4
Trichoderma_atroviride_IMI206040_protein_longest	AA1	7
Trichoderma_atroviride_IMI206040_protein_longest	AA11	2
Trichoderma_atroviride_IMI206040_protein_longest	AA12	1
Trichoderma_atroviride_IMI206040_protein_longest	AA14	2
Trichoderma_atroviride_IMI206040_protein_longest	AA1_2	2
Trichoderma_atroviride_IMI206040_protein_longest	AA1_3	3
Trichoderma_atroviride_IMI206040_protein_longest	AA2	7
Trichoderma_atroviride_IMI206040_protein_longest	AA3	1
Trichoderma_atroviride_IMI206040_protein_longest	AA3_1	1
Trichoderma_atroviride_IMI206040_protein_longest	AA3_2	14
Trichoderma_atroviride_IMI206040_protein_longest	AA3_3	2
Trichoderma_atroviride_IMI206040_protein_longest	AA4	3
Trichoderma_atroviride_IMI206040_protein_longest	AA5	1
Trichoderma_atroviride_IMI206040_protein_longest	AA5_1	2
Trichoderma_atroviride_IMI206040_protein_longest	AA6	1
Trichoderma_atroviride_IMI206040_protein_longest	AA7	4
Trichoderma_atroviride_IMI206040_protein_longest	AA8	1
Trichoderma_atroviride_IMI206040_protein_longest	AA9	7
Trichoderma_atroviride_IMI206040_protein_longest	CBM1	20
Trichoderma_atroviride_IMI206040_protein_longest	CBM13	3
Trichoderma_atroviride_IMI206040_protein_longest	CBM18	11
Trichoderma_atroviride_IMI206040_protein_longest	CBM20	5
Trichoderma_atroviride_IMI206040_protein_longest	CBM21	1
Trichoderma_atroviride_IMI206040_protein_longest	CBM24	2
Trichoderma_atroviride_IMI206040_protein_longest	CBM32	2
Trichoderma_atroviride_IMI206040_protein_longest	CBM35	1
Trichoderma_atroviride_IMI206040_protein_longest	CBM42	2
Trichoderma_atroviride_IMI206040_protein_longest	CBM43	2
Trichoderma_atroviride_IMI206040_protein_longest	CBM48	3
Trichoderma_atroviride_IMI206040_protein_longest	CBM50	6
Trichoderma_atroviride_IMI206040_protein_longest	CBM6	1
